,stock number,population name,species,esu/dps name,federal status,listing date,salmon recovery region,major population grouping,population goals,population history,run_timing_LH,stock definition,stock data description,stock spawning distribution,stock genetic analysis description
112,3340,Clallam Coho,Coho,Olympic Peninsula Coho,Not Warranted,6/17/2004,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with wild production. There were off-station releases of coho yearlings in this area almost annually between 1958 and 1975. Dungeness Hatchery stock was most commonly used with additional releases from Sol Duc, Soos Creek (Green River), Washougal, Elwha and George Adams (Hood Canal) hatchery stocks. There have been on-station yearling releases into this drainage by a local enhancement cooperative since 1980. The stock is likely a mixture of the native stock and introduced nonnative stocks.",Coho,Clallam coho were identified as a stock based on their distinct spawning distribution.,Data are: 1) cumulative fish counts; 2) cumulative redd counts from the index area in Charley Creek (RM 0.9 to 1.5); and 3) total escapement estimates based on redd counts and using a stratified random survey methodology (Crain 1999).,Spawning takes place throughout the Clallam system.,No genetic analysis has been done on Clallam coho.
113,3350,Hoko Coho,Coho,Olympic Peninsula Coho,Not Warranted,6/17/2004,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with wild production. There were off-station releases of non-native coho yearlings in this area occasionally between 1954 and 1972. Dungeness Hatchery stock was most commonly used with additional releases from Sol Duc, Soos Creek (Green River), Elwha and George Adams (Hood Canal) hatchery stocks. The stock is likely a mixture of the native stock and introduced non-native stocks.",Coho,Hoko coho were identified as a stock based on their distinct spawning distribution. Stock identification has been supported by genetic analysis.,"Data are: 1) cumulative fish counts; 2) cumulative redd counts in index areas in the Hoko River (RM 20.4 to 22.5), Bear Creek (RM 0.0 to 0.7) and Cub Creek (RM 0.0 to 0.5);  and 3) total escapement estimates based on redd counts and using a stratified random survey methodology (Crain 1999).",Spawning takes place throughout the Hoko system.,"Allozyme analysis of a collection made in 1987 shows that Hoko coho are significantly different from all other Washington coho stocks examined (David Teel, NMFS, personal communication)."
114,3360,Sekiu/Sail Coho,Coho,Olympic Peninsula Coho,Not Warranted,6/17/2004,Puget Sound,No MPG Specified,"For all Strait of Juan de Fuca coho stocks combined: EG=9,000 adults.  Critical runsize range - If Ocean Age 3 (OA3) runsize < 11,679, then max total exploit = 20 %.  Low runsize range - If Ocean Age 3 (OA3) runsize < 27,445, then max total exploit =","This is a mixed stock with wild production. There have been very few off-station releases of coho into the Sekiu drainage. The Sail River, Agency and Village creeks had USFWS Makah National Fish Hatchery Sooes/Quinault/Quilicene-origin coho fry releases from 1984 through 1988. Other plantings of Dungeness, Sol Duc, Elwha and George Adams (Hood Canal) hatchery stocks have occurred. This stock is likely a mixture of native and introduced non-native stocks.",Coho,Sekiu/Sail coho were identified as a stock based on their distinct spawning distribution.,Data are: 1) cumulative fish counts; 2) cumulative redd counts from index areas in Carpenter Creek (RM 0.0 to 0.6) and East Fork Carpenter Creek (RM 0.0 to 0.5); and 3) total escapement estimates based on redd counts and using a stratified random survey methodology (Jacobs and Cooney 1992).,Spawning takes place throughout the Sekiu and Sail systems.,No genetic analysis has been done on Sekiu/Sail coho.
115,4140,Nooksack Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=50,000",This is a native stock with wild production.,Odd-Year Pink,"Nooksack pink salmon were identified as a stock based on their distinct spawning distribution, early return timing (beginning in July), small size and their distinct genetic profile. The genetic distinctiveness of Nooksack pinks led Shaklee et al. (1995) to place them in a separate genetic diversity unit (GDU) from other north Puget Sound pink stocks. This is an odd-year pink stock.","Data are total escapement estimates for the Nooksack basin based on live spawner counts from index areas in Racehorse, Kendall, Maple, Boulder, Cornell, Hedrick, Gallop, Thompson, Deadhorse and Hutchinson creeks. Live spawner curves for these indices are compared to curves for 1959, 1961, and 1963 when escapements were estimated by mark-and-recapture.","Pink salmon spawn in the mainstem Nooksack, the North Fork, Middle Fork and South Fork Nooksack River. Spawning in the North Fork takes place in the mainstem, side channel and sloughs from RM 40 to RM 65 (a natural falls) and in most year-round North Fork tributaries including Deadhorse, Boyd, Glacier, Thompson (to river mile 1.6), Gallup, Cornell, Hedrick, Canyon (to river mile 1.6), Boulder, McDonald, Maple, Kendall Racehorse and Kinney creeks. Spawning in the Middle Fork takes place in the mainstem, side channels and sloughs from RM 0.0 to RM 7.2, (the City of Bellingham`s water diversion, an 18-foot high dam), and in several year-round Middle Fork tributaries including Peat Bog (WRIA 01-0352) and Bear (WRIA 01-0353) creeks (local names). Spawning in the South Fork takes place in the mainstem, side channels and sloughs from RM 0.0 to RM 25 (a bedrock gorge) and in several South Fork tributaries including Hutchinson, Skookum, Cavanaugh, Roaring and Deer creeks.","A recent genetic analysis showed no significant differences between pink salmon spawning in the North Fork/Middle Fork Nooksack and the South Fork Nooksack. However, Nooksack pinks are genetically distinct from all other Washington and Canadian pink stocks examined (Shaklee 2001)."
116,4195,Skagit Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=330,000",This is a native stock with wild production.,Odd-Year Pink,Skagit pink salmon were identified as a stock due to their distinct spawning distribution.,"Data are total escapement estimates based on comparison of live spawner curves from index areas in Bacon, Diobsud, Goodell, Cascade, Illabot, Finney and Day creeks and mainstem carcass counts to similar data collected during 1959, 1961, and 1963, when escapements were estimated by mark-andrecapture tagging studies.","Spawning takes place in the mainstem Skagit River and tributaries such as Bacon, Diobsud, Goodell, Cascade, Illabot, Finney and Day creeks.","Allozyme analysis indicates that gene flow occurs at fairly high levels among pink salmon in the Skagit, Stillaguamish, and Snohomish (odd-year stock) basins (Shaklee 2001)."
117,4300,Stillaguamish Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=155,000",This is a native stock with wild production.,Odd-Year Pink,Stillaguamish pink salmon were identified as a stock based on their distinct spawning distribution and genetic composition.,"Data are total escapement estimates based on annual live spawner curves in the North and South forks of the Stillaguamish. Counts in the North Fork are made in the mainstem between RM 27 and RM 34 and in Squire, Boulder and Grant creeks. Counts in the South Fork are made in the mainstem and in Pilchuck, Jim, Siberia, and Canyon creeks. The live spawner curves are compared to curves from 1959, 1961, 1963 and/or 1987 when mark-and-recapture tagging studies were conducted.","Most spawning takes place in the mainstem Stillaguamish, the North Fork, South Fork and their larger tributaries. Spawning usually occurs in North Fork tributaries such as Squire and Boulder creeks. If sufficient flows exist, spawning may also take place in Grant, French, Segelsen and Brown`s creeks. Spawning in the South Fork takes place up to RM 34 and in Pilchuck, Jim, Siberia and Canyon creeks.","Recent allozyme analysis has found no significant differences between the North and South Fork Stillaguamish pink stocks. In addition, there is evidence of significant gene flow among pink salmon in the Skagit, Stillaguamish and Snohomish (odd-year stock) basins (Shaklee 2001)."
118,4455,Snohomish Odd-Year Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=120,000",This is a native stock with wild production.,Odd-Year Pink,"Snohomish odd-year pink salmon were identified as a stock based on their distinct spawning distribution, run timing (odd-numbered years), and genetic composition.","Data are total escapement estimates based on live and carcass counts in index areas on the Snohomish and Skykomish rivers.  Index count are calculated in fish days using modified area under the curve methodology and converted to fish and expanded to basin wide escapement using mark recapture studies done in 1959, 1961, and 1963. Sunset Falls trap counts are added.","Most spawning takes place in the mainstem Snohomish, Skykomish, Snoqualmie rivers and in larger tributaries such as Wallace, Sultan, Pilchuck, Beckler, and Tolt rivers. Spawning also occurs in Woods, Elwell, McCoy, Olney, Proctor, Deer, Lewis, Bridal Veil, and Cherry creeks.",Allozyme analysis has shown Snohomish odd-year pinks to be genetically distinct from all other Washington pink stocks examined (Shaklee 2001).
119,4465,Snohomish Even-Year Pink,Pink,Even-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=30,000",This is a native stock with wild production.,Even-Year Pink,"Snohomish even-year pink salmon were identified as a stock based on their distinct spawning distribution, run timing (even-numbered years only), and genetic composition.",Data are total escapement estimates based on redd counts in the mainstem Snohomish and Skykomish rivers.,Most spawning takes place in the mainstem Snohomish and lower Skykomish Rivers and possibly in the Snoqualmie River.,Genetic analysis has shown Snohomish even-year pink to be significantly different from all other Washington pink stocks examined (Shaklee 2001).
120,4520,Puyallup Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=19,000",This is a native stock with wild production.,Odd-Year Pink,Puyallup pink salmon were identified as a stock based on their distinct spawning distribution and genetic composition.,Data are South Prairie Creek escapement estimates based on serial spawner counts from the mouth to RM 12.6.,"Spawning takes place mainly in South Prairie Creek. Some spawning also occurs in the mainstem Carbon and Puyallup rivers and in other tributaries such as Fennel, Voights and Kapowsin creeks.",Genetic analysis has shown Puyallup pinks to be significantly different from all Washington pink stocks examined (Shaklee 2001).
121,4585,Nisqually Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=6,000",This is a native stock with wild production.,Odd-Year Pink,Nisqually pink salmon were identified as a stock based on their distinct spawning distribution and genetic composition.,Data are total escapement estimates for the Nisqually system based on index counts made in Mashel River and Ohop Creek during odd-numbered years.,Most spawning takes place in the mainstem Nisqually River. Spawning also occurs in tributaries such as Mashel River and Ohop Creek.,Genetic analysis has shown Nisqually pinks to be significantly different from all other Washington pink stocks examined (Shaklee 2001).
122,4650,Hamma Hamma Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=5,000",This is a native stock with wild production.,Odd-Year Pink,Hamma Hamma pinks were identified as a stock based on their distinct spawning distribution.,"Data are total escapements based on counts of live and dead spawners from RM 0.3 to 1.8 in the mainstem Hamma Hamma and from RM 0.0 to 1.0 in John Creek, a Hamma Hamma tributary.",Most spawning takes place in the lower two miles of the mainstem Hamma Hamma River and in John Creek.,Allozyme analysis has shown that Hamma Hamma pinks are not genetically distinct from the Duckabush and Dosewallips pink stocks but are significantly different from pinks stocks beyond Hood Canal (Shaklee 2001). Separate stock status is based on the geographic distance among the stocks and the likely degree of reproductive isolation.
123,4715,Duckabush Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=33,000",This is a native stock with wild production.,Odd-Year Pink,Duckabush pinks were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on counts of live and dead spawners from RM 0.1 to 2.3 on the mainstem Duckabush.,Most spawning takes place in the mainstem lower two miles of the Duckabush River.,Allozyme analysis has shown that Duckabush pinks are not genetically distinct from the Hamma Hamma and Dosewallips pink stocks but are significantly different from other Washington pink stocks (Shaklee 2001). Separate stock status is based on the geographic distance among the stocks and the likely degree of reproductive isolation.
124,4780,Dosewallips Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=87,000",This is a native stock with wild production.,Odd-Year Pink,Dosewallips pinks were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on counts of live and dead spawners from RM 0.0 to 6.7 in the mainstem Dosewallips River.,Most spawning takes place in the lower seven miles of the mainstem Dosewallips River.,Allozyme analysis has shown that Dosewallips pinks are not genetically distinct from the Hamma Hamma and Duckabush pink stocks but are significantly different from other Washington pink stocks (Shaklee 2001). Separate stock status is based on the geographic distance among the stocks and the likely degree of reproductive isolation.
125,4785,Lower Dungeness Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"Basin total EG=85,000",This is a native stock with composite production. A supplementation program to rebuild stock numbers is underway at the WDFW Dungeness Hatchery.,Odd-Year Pink,"Lower Dungeness pinks were identified as a stock based on their distinct spawning distribution, and later return and spawning timing.","Data are total escapement estimates based on counts of live plus dead spawners on the mainstem Dungeness (RM 0.0 -18.7), in Gold Creek (RM 0.0 to 0.3) and the Gray Wolf River (RM 0.0 to 2.5).",Spawning takes place in the lower six miles of the Dungeness River.,Allozyme analysis has shown that Lower Dungeness pinks are genetically distinct from all other Washington pink stocks examined.
126,4789,Upper Dungeness Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"Basin total EG=85,000",This is a native stock with wild production.,Odd-Year Pink,"Upper Dungeness pinks were identified as a stock based on their distinct spawning distribution, early river entry timing (beginning in late July) and spawning timing and ocean-bright coloration when they enter freshwater.","Data are total escapement estimates based on counts of live plus dead spawners in the mainstem Dungeness (RM 0.0 to 18.7), Gold Creek (RM 0.0 to 0.3) and Gray Wolf River (RM 0.0 to 0.3).","Most spawning takes place in the upper mainstem (above RM 9.2), in lower Gold Creek and in the lower Gray Wolf River (RM 0.0 to 6.0).",Allozyme analysis has shown that Upper Dungeness pinks are genetically distinct from all Washington pink stocks examined.
127,4975,Elwha Pink,Pink,Odd-year Pink,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"EG=10,000",This is a native stock with wild production.,Odd-Year Pink,Elwha pinks were identified as a stock based on their distinct spawning distribution.,Data are peak spawner counts made during chinook surveys.,"Spawning is confined to the lower 4.9 miles of the Elwha River, below the Elwha Dam.",No genetic analysis has been done on Elwha pinks.
128,5100,Baker Sockeye,Sockeye,Baker River Sockeye,Not Warranted,10/4/1995,Puget Sound,No MPG Specified,"Varies.  In 2007 goals are 4,000 for beaches, 1,300 for incubation, 1,000 for the lake.  For runsize > 6,300 a sharing formula is used with more fish being released into the lake (from the trap and haul operation)","This is a native stock with cultured production. Spawning of all or part of each year`s escapement takes place in artificial spawning beaches. Fry are transported to Baker Lake for rearing, then are trapped as smolts and trucked to the Baker River below the lower dam.",Odd-Year Pink,Baker sockeye were identified as a stock based on their distinct spawning distribution and genetic differences.,Data are counts at the Baker River adult trap at RM 0.25. They serve as estimates of total escapement since harvest of adult sockeye above the trap is negligible.,"Historically, spawning took place in the Baker River and Baker Lake. Access to these areas is now blocked by two dams. All returning adults are trapped and hauled above the dams. In many years all adults are taken to artificial spawning beaches. In years when the capacity of the spawning beaches is exceeded, fish that cannot be placed in the spawning beaches are released into Baker Lake and spawn mainly in the Baker River above the lake.",Allozyme analysis has shown Baker sockeye to be genetically distinct from all other Washington sockeye stocks examined (Gustafson and Winans 1999).
129,5200,Lake Washington/Sammamish Tribs Sockeye,Sockeye,Big Bear Creek (provisional) Sockeye,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Total basin EG=350,000",This is a stock of unknown origin with wild production. Recent genetic analysis (Spies 2002) suggests that Lake Washington/Sammamish Tribs sockeye are derived in part from introduced Baker sockeye.,Sockeye,Lake Washington/Sammamish Tribs sockeye were identified as a stock based on their distinct spawning distribution.,"Data are expanded total escapement counts of natural reproducing fish in tributaries to the Sammamish River and Lake Sammamish. Escapement is estimated using weekly live fish counts combined with the AUC method. Counts of live sockeye are conducted in tributaries to the Sammamish River and Lake Sammamish including Bear Creek, Cottage Lake Creek, Issaquah Creek, the East Fork Issaquah Creek, North Creek and Little Bear Creek, in most years. The stock has displayed a pattern of alternating high and low annual returns.",Most spawning takes place in the Bear Creek/Cottage Lake Creek system and in Issaquah Creek. Some spawning also occurs in Little Bear Creek and North Creek.,"Allozyme analysis has shown that Lake Washington/Sammamish Tribs sockeye are genetically distinct from the other Lake Washington sockeye stocks. Hendry (1995) suggested that sockeye spawning in Bear Creek may be native to Lake Washington. However, sockeye spawning in Issaquah Creek are similar to Baker River sockeye (Hendry 1995 and Shaklee et al. 1996). More recent microsatellite DNA analysis suggests that all Lake Washington sockeye stocks are, at least in part, descendants of introduced Baker sockeye (Spies 2002). Some early introductions of Baker sockeye were spawned at Issaquah Hatchery."
130,5300,Lake Washington Beach Spawning Sockeye,Sockeye,Other Sockeye Population Units,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Total basin EG=350,000",This is a non-native stock with wild production. This stock was introduced from the Baker River.,Sockeye,Lake Washington Beach Spawning sockeye were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on counts of live plus dead sockeye along the north shore of Mercer Island and portions of the east shore of Lake Washington (Shore Mile (SM) 34.3 - 34.7, SM 36.0 -37.0, and SM 39.0 -39.6). Peak counts are also provided from surveys on Mercer Island. Surveys for beach spawning sockeye have not been conducted regularly since 2005.  Total Natural Spawners escapement estimates are estimated based on Cedar River sockeye escapement or previous yearsâ?? data.","Spawning takes place in Lake Washington wherever suitable gravel beaches with upwelling are available, particularly along the north shore of Mercer Island and the east shore of Lake Washington.","Genetic analysis has shown Lake Washington Beach Spawning sockeye to be genetically similar to the introduced Baker River stock (Hendry 1995). More recent microsatellite DNA analysis also suggests that these fish, and all other Lake Washington sockeye may be, at least in part, descendants of introduced Baker sockeye (Spies 2002)."
131,5400,Cedar Sockeye,Sockeye,Other Sockeye Population Units,Not Warranted,3/25/1999,Puget Sound,No MPG Specified,"Total basin EG=350,000",This is a non-native stock with composite production. These fish were introduced into the Cedar River in the 1930s through fry plants of Baker River sockeye. Presently there is an expanding hatchery mitigation program at Landsburg where Landsburg Diversion Dam pipeline restricts upstream passage. Currently the target of the program is to release about 34 million sockeye fry into the Cedar River.,Sockeye,Cedar sockeye were identified as a stock based on their distinct spawning distribution and genetic composition.,"Data 1986- 1990 are run-size values based on Ballard Locks adult counts minus the escapement totals for non-Cedar stocks (Lake Washington/Sammamish and Lake Washington Beach Spawning sockeye stocks). These run-size values best represent the status of Cedar River sockeye salmon. Due to changes in migration patterns, recent escapement estimates for Cedar River sockeye are likely under-estimates and are not useful for rating stock status.     Data 1991-present are estimates of Total Natural Spawners. These data are expanded total escapement counts of natural reproducing fish. Escapement is estimated using weekly live fish counts combined with the AUC method. Estimates are based on counts between the Landsburg Dam (RM 21) and the mouth of the Cedar River, and represent estimates of the total Cedar River spawning escapement. Sockeye salmon are not passed upstream from Landsburg Dam.",Stock Spawning Distribution Spawning takes place throughout the mainstem Cedar River up to the Landsburg Diversion Dam and in the lower portions of some tributaries including Taylor Creek and Grass Creek.,"Allozyme analysis has shown Cedar sockeye to be significantly different from other Washington sockeye stocks examined but similar to Baker sockeye (Hendry 1995). More recent microsatellite DNA analysis also showed that Cedar sockeye are similar to Baker sockeye and suggests that these fish, and all other Lake Washington sockeye are, at least in part, descendants of introduced Baker sockeye (Spies 2002)."
