Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Puget Sound,Not Warranted,7940,Big Beef Creek,Cutthroat,Anadromous Coastal,2018,,"1,402",,Includes catch from pond trap,Clayton Kinsel,10/31/2018 02:15:49 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2006,,578,,,Clayton Kinsel,09/17/2015 04:24:25 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2007,,797,,,Clayton Kinsel,07/06/2016 11:34:59 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2008,,544,,,Clayton Kinsel,09/17/2015 01:58:06 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2009,,420,,,Clayton Kinsel,09/17/2015 10:22:53 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2010,,832,,,Clayton Kinsel,07/06/2016 11:35:10 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2011,,626,,,Clayton Kinsel,09/15/2015 04:03:08 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2012,,763,,,Clayton Kinsel,09/08/2015 03:54:14 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2013,,836,,,Clayton Kinsel,09/08/2015 03:06:05 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2014,,652,,,Clayton Kinsel,07/06/2016 11:35:22 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2015,,916,,,Clayton Kinsel,09/03/2015 01:40:55 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2016,,843,,,Clayton Kinsel,02/16/2017 03:50:57 PM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2017,,752,,,Clayton Kinsel,10/31/2018 11:03:13 AM
Puget Sound,Not Warranted,7940,Little Anderson Creek,Cutthroat,Anadromous Coastal,2018,,388,,,Clayton Kinsel,10/31/2018 01:44:15 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2007,,199,,,Clayton Kinsel,09/17/2015 03:47:32 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2008,,188,,,Clayton Kinsel,09/17/2015 02:30:20 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2009,,356,,,Clayton Kinsel,09/17/2015 10:49:51 AM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2010,,514,,,Clayton Kinsel,09/17/2015 09:18:15 AM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2011,,482,,,Clayton Kinsel,09/15/2015 03:39:15 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2012,,540,,,Clayton Kinsel,09/08/2015 04:29:31 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2013,,474,,,Clayton Kinsel,09/08/2015 02:52:48 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2014,,628,,,Clayton Kinsel,07/14/2016 01:20:02 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2015,,426,,,Clayton Kinsel,07/14/2016 01:20:14 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2016,,463,,,Clayton Kinsel,02/16/2017 03:50:06 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2017,,872,,,,10/31/2018 11:31:00 AM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,Anadromous Coastal,2018,,408,,,Clayton Kinsel,10/31/2018 01:50:28 PM
Puget Sound,Not Warranted,7940,Seabeck Creek,Cutthroat,NA,2006,,565,,,Clayton Kinsel,09/18/2015 02:29:17 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2006,,"1,049",,,Clayton Kinsel,09/17/2015 04:57:08 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2007,,"1,260",,,Clayton Kinsel,07/14/2016 01:17:18 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2008,,978,,,Clayton Kinsel,09/17/2015 02:18:10 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2009,,"1,046",,,Clayton Kinsel,09/17/2015 10:43:01 AM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2010,,"1,108",,,Clayton Kinsel,09/16/2015 04:45:10 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2011,,604,,,Clayton Kinsel,09/15/2015 03:25:24 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2012,,"1,043",,,Clayton Kinsel,11/07/2016 08:46:44 AM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2013,,"1,399",,,Clayton Kinsel,09/08/2015 02:39:12 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2014,,"1,506",,,Clayton Kinsel,07/14/2016 01:17:29 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2015,,"1,536",,,Clayton Kinsel,09/03/2015 02:15:18 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2016,,"1,304",,,Clayton Kinsel,02/16/2017 03:49:34 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2017,,"1,064",,,Clayton Kinsel,10/31/2018 11:35:07 AM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2018,,"2,215",,,Clayton Kinsel,10/31/2018 02:05:33 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1994,325.30,"2,071,000","6,366",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1995,325.30,"1,933,398","5,943",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1996,325.30,"1,000,270","3,075",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1997,325.30,"2,758,000","8,478",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1998,325.30,"2,454,000","7,544",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1999,325.30,"7,712,000","23,707",Listing year for PS Chinook,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2000,325.30,"1,775,000","5,457",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2001,325.30,"6,793,000","20,882",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2002,325.30,"5,835,000","17,937",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2003,325.30,"5,018,000","15,426",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2004,325.30,"3,320,000","10,206",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2005,325.30,"4,126,000","12,684",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2006,325.30,"5,760,000","17,707",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2007,325.30,"1,719,000","5,284",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2008,325.30,"1,562,000","4,802",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2009,325.30,"2,289,000","7,037",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2010,325.30,"1,613,622","4,960",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2011,325.30,"3,677,939","11,306",,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2012,325.30,,,ARM corrected density,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2013,325.30,,,ARM corrected density,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2014,325.30,"3,900,178","11,989",,Clayton Kinsel,10/30/2018 04:23:31 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2015,,"1,132,766",,,Clayton Kinsel,09/22/2016 02:16:52 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2016,,"3,090,952",,,Clayton Kinsel,02/16/2017 10:49:14 AM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2017,,"3,069,457",,,Clayton Kinsel,10/30/2018 04:30:37 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2018,,"2,168,801",,,Clayton Kinsel,10/30/2018 04:14:25 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2019,,"1,801,631",,,Clayton Kinsel,11/18/2020 10:05:11 AM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2001,19.50,"10,506",539,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2002,19.50,"21,318","1,093",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2003,19.50,"17,281",886,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2004,19.50,"23,647","1,213",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2005,19.50,"9,270",475,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2006,19.50,"22,362","1,147",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2007,19.50,"16,529",848,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2008,19.50,"12,706",652,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2009,19.50,"65,201","3,344",,Kelly Kiyohara,07/11/2016 03:57:59 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2010,19.50,"9,187",471,,Kelly Kiyohara,07/11/2016 02:58:55 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2011,19.50,"18,174",932,,Kelly Kiyohara,07/11/2016 02:48:35 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2012,19.50,"22,197","1,138",,Kelly Kiyohara,07/11/2016 02:22:29 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2013,19.50,"44,599","2,287",,Kelly Kiyohara,07/11/2016 02:15:40 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2014,19.50,"62,775","3,219",,Kelly Kiyohara,07/11/2016 09:39:16 AM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2015,19.50,"41,700","2,138",,Kelly Kiyohara,07/11/2016 09:33:09 AM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,1999,36.10,"80,104","2,219",Listing year for PS Chinook,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2000,36.10,"64,723","1,793",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2001,36.10,"32,151",891,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2002,36.10,"119,139","3,300",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2003,36.10,"235,397","6,521",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2004,36.10,"120,804","3,346",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2005,36.10,"134,298","3,720",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2006,36.10,"117,559","3,256",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2007,36.10,"122,409","3,391",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2008,36.10,"772,620","21,402",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2009,36.10,"139,538","3,865",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2010,36.10,"146,037","4,045",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2011,36.10,"187,806","5,202",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2012,36.10,"902,514","25,000",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2013,36.10,"893,877","24,761",,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2014,36.10,"49,263","1,365",,Kelly Kiyohara,07/08/2016 04:11:45 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2015,36.10,"368,388","10,205",,Kelly Kiyohara,07/08/2016 02:07:13 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2000,46.90,"475,207","10,132",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2001,46.90,"809,614","17,263",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2002,46.90,"584,150","12,455",Single Partial Capture Trap,Peter Topping,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2003,46.90,"449,952","9,594",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2004,46.90,"236,648","5,046",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2005,46.90,"470,332","10,028",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2006,46.90,"99,794","2,128",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2007,46.90,"127,486","2,718",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2008,46.90,"400,760","8,545",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2009,46.90,"196,114","4,182",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2010,46.90,"55,541","1,184",Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2011,46.90,"344,444","7,344",,Peter Topping,06/25/2015 04:07:35 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2013,46.90,"492,738","10,506",,Peter Topping,06/25/2015 10:41:31 AM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2014,46.90,"396,623","8,457",,Peter Topping,07/01/2015 12:42:10 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2015,46.90,"396,944","8,464",,Peter Topping,12/15/2015 10:53:32 AM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2016,,"57,215",,"A portion of the unmarked Chinook captured during the season were  non externally marked Chinook escapees from Palmer Ponds located above the trap site. These hatchery fish were otolith marked. In total  40 unmarked maiden captured fish captured late in the trapping season had there otoliths extracted and examined for the presence of a mark. Analysis found 3 of the 40 fish were marked estimating that 7.5% were marked hatchery fish that had escaped from  Palmer ponds. Because the sample was not random and only taken from the largest fish  on two days late in the migration, no attempt was made to estimate the number of these fish captured  during the entire season.  ",Peter Topping,03/07/2017 03:00:24 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2017,,"4,158,513",,"A portion of the unmarked Chinook subyearling captured during the season were non-externally marked but otolith marked hatchery Chinook escaping from the Palmer Ponds located upstream above the trap. In total 30 maiden captured Chinook were randomly selected and sacrificed between mid March and the end of the trapping season to estimate the number of hatchery fish in our catch and production estimates. To increase our sample size an additional 126 trap mortalities were retained for otolith analysis. The results from the otolith sample included 118 unmarked and 38 otolith marked fish. Sample results were applied to the total catch and production estimate by statistical week and summed by the efficiency strata. This method estimated the 2,034,861 were natural origin and 88,790 were hatchery origin.  ",Peter Topping,11/01/2018 11:55:01 AM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2009,65.10,"418,684","6,431",Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2010,65.10,"143,484","2,204",Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2011,65.10,"116,524","1,790",,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2012,65.10,"246,011","3,779",,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2013,65.10,"146,292","2,247",,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2014,65.10,"84,482","1,298",,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2015,65.10,"36,029",553,,Matthew Klungle,07/06/2016 11:25:22 AM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2016,,"3,744",,,Matthew Klungle,05/01/2018 03:48:30 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2017,,"200,016",,,Matthew Klungle,05/18/2018 12:01:31 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2011,,"1,219",,,,07/06/2016 02:20:12 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2012,,"2,789",,,,07/06/2016 02:19:52 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2013,,"5,221",,,,07/06/2016 02:19:27 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2014,,"4,553",,,,07/06/2016 02:19:09 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2015,,"1,179",,,Joshua Weinheimer,07/06/2016 02:06:01 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2016,,686,,,Joshua Weinheimer,09/27/2018 10:43:04 AM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2017,,577,,,Joshua Weinheimer,10/04/2018 01:59:43 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2002,,"18,044",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2004,,"5,852",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2005,,"7,289",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2007,,"1,278",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2008,,"1,019",,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2009,,407,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2011,,,,,,06/05/2015 10:17:05 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2005,23.50,"81,865","3,484",Single Partial Capture Trap,Peter Topping,06/08/2015 04:55:23 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2006,23.50,"136,725","5,818",Single Partial Capture Trap,Peter Topping,06/12/2015 03:41:14 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2007,23.50,"175,033","7,448",Single Partial Capture Trap,Peter Topping,06/23/2015 03:08:10 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2008,23.50,"11,613",494,Single Partial Capture Trap,Peter Topping,06/23/2015 03:18:52 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2009,23.50,"20,445",870,Single Partial Capture Trap,Peter Topping,06/23/2015 04:49:45 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2010,23.50,"47,151","2,006",Single Partial Capture Trap,Peter Topping,06/26/2015 10:27:52 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2011,23.50,"73,857","3,143","Low catch numbers nessessitated the Use of coho:chinook capture ratio to est hatchery fish abundance, no variance was calculated for this estimate.",Peter Topping,06/25/2015 09:28:43 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2012,23.50,"144,679","6,157",,Peter Topping,07/06/2016 11:29:29 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2013,23.50,"238,853","10,164",,Peter Topping,06/26/2015 11:04:00 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2014,23.50,"113,467","4,828",,Peter Topping,07/01/2015 11:09:06 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2015,23.50,"105,566","4,492",,Peter Topping,12/15/2015 10:27:52 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2016,,"78,835",,,Peter Topping,03/07/2017 02:18:29 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2017,,"61,660",,,Peter Topping,09/27/2018 03:25:42 PM
Puget Sound,Threatened,6049,Skagit River,Steelhead,NA,2014,,"2,315",,This Estimate is for Illabot Creek,Clayton Kinsel,06/23/2015 11:54:00 AM
Puget Sound,Threatened,6049,Skagit River,Steelhead,NA,2015,,"2,470",,,Clayton Kinsel,12/16/2015 03:39:26 PM
Puget Sound,Threatened,6049,Skagit River,Steelhead,Winter,2014,,"1,646",,Estimate is for Hansen Creek a Skagit River Tributary.,Clayton Kinsel,06/23/2015 11:53:30 AM
Puget Sound,Threatened,6175,Green River,Steelhead,Winter,2013,,"15,339",,,Peter Topping,06/25/2015 04:06:34 PM
Puget Sound,Threatened,6175,Green River,Steelhead,Winter,2014,,"31,638",,,Peter Topping,07/01/2015 12:54:20 PM
Puget Sound,Threatened,6175,Green River,Steelhead,Winter,2016,,"32,936",,,Peter Topping,03/07/2017 03:20:17 PM
Puget Sound,Threatened,6175,Green River,Steelhead,Winter,2017,,"32,215",,,Peter Topping,09/27/2018 03:12:03 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2009,96.90,"54,063",558,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2010,96.90,"94,704",977,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2011,96.90,"60,740",627,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2012,96.90,"20,178",208,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2013,96.90,"88,212",910,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2014,96.90,"55,246",570,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2015,96.90,"54,572",563,,Matthew Klungle,07/06/2016 11:00:20 AM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2016,,"117,376",,,Matthew Klungle,02/15/2017 04:06:16 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2017,,"94,740",,,,05/01/2018 04:02:48 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1978,6.90,881,128,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1979,6.90,870,126,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1980,6.90,"1,685",244,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1981,6.90,"1,578",229,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1982,6.90,"1,269",184,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1983,6.90,"1,237",179,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1984,6.90,"1,770",257,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1985,6.90,"1,189",172,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1986,6.90,"1,210",175,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1987,6.90,"1,153",167,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1988,6.90,990,143,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1989,6.90,"1,284",186,,Clayton Kinsel,07/24/2015 01:59:05 PM
